rf_code,codepoints,name,group,subgroup,order,status,reason
530,1F366,soft ice cream,Food & Drink,food-sweet,2679,included,
531,1F367,shaved ice,Food & Drink,food-sweet,2680,included,
532,1F368,ice cream,Food & Drink,food-sweet,2681,included,
533,1F369,doughnut,Food & Drink,food-sweet,2682,included,
534,1F36A,cookie,Food & Drink,food-sweet,2683,included,
535,1F382,birthday cake,Food & Drink,food-sweet,2684,included,
536,1F370,shortcake,Food & Drink,food-sweet,2685,included,
537,1F9C1,cupcake,Food & Drink,food-sweet,2686,included,
538,1F967,pie,Food & Drink,food-sweet,2687,included,
539,1F36B,chocolate bar,Food & Drink,food-sweet,2688,included,
540,1F36C,candy,Food & Drink,food-sweet,2689,included,
541,1F36D,lollipop,Food & Drink,food-sweet,2690,included,
542,1F36E,custard,Food & Drink,food-sweet,2691,included,
543,1F36F,honey pot,Food & Drink,food-sweet,2692,included,
544,1F37C,baby bottle,Food & Drink,drink,2693,included,
545,1F95B,glass of milk,Food & Drink,drink,2694,included,
546,2615,hot beverage,Food & Drink,drink,2695,included,
547,1FAD6,teapot,Food & Drink,drink,2696,included,
548,1F375,teacup without handle,Food & Drink,drink,2697,included,
549,1F376,sake,Food & Drink,drink,2698,included,
550,1F37E,bottle with popping cork,Food & Drink,drink,2699,included,
551,1F377,wine glass,Food & Drink,drink,2700,included,
552,1F378,cocktail glass,Food & Drink,drink,2701,included,
,1F379,tropical drink,Food & Drink,drink,2702,excluded,appearance_variant
553,1F37A,beer mug,Food & Drink,drink,2703,included,
554,1F37B,clinking beer mugs,Food & Drink,drink,2704,included,
555,1F942,clinking glasses,Food & Drink,drink,2705,included,
556,1F943,tumbler glass,Food & Drink,drink,2706,included,
557,1FAD7,pouring liquid,Food & Drink,drink,2707,included,
558,1F964,cup with straw,Food & Drink,drink,2708,included,
559,1F9CB,bubble tea,Food & Drink,drink,2709,included,
560,1F9C3,beverage box,Food & Drink,drink,2710,included,
561,1F9C9,mate,Food & Drink,drink,2711,included,
562,1F9CA,ice,Food & Drink,drink,2712,included,
563,1F962,chopsticks,Food & Drink,dishware,2713,included,
564,1F37D FE0F,fork and knife with plate,Food & Drink,dishware,2714,included,
565,1F374,fork and knife,Food & Drink,dishware,2715,included,
566,1F944,spoon,Food & Drink,dishware,2716,included,
567,1F52A,kitchen knife,Food & Drink,dishware,2717,included,
568,1FAD9,jar,Food & Drink,dishware,2718,included,
569,1F3FA,amphora,Food & Drink,dishware,2719,included,
,1F30D,globe showing Europe-Africa,Travel & Places,place-map,2720,excluded,appearance_variant
570,1F30E,globe showing Americas,Travel & Places,place-map,2721,included,
,1F30F,globe showing Asia-Australia,Travel & Places,place-map,2722,excluded,appearance_variant
571,1F310,globe with meridians,Travel & Places,place-map,2723,included,
572,1F5FA FE0F,world map,Travel & Places,place-map,2724,included,
,1F5FE,map of Japan,Travel & Places,place-map,2725,excluded,cultural
573,1F9ED,compass,Travel & Places,place-map,2726,included,
574,1F3D4 FE0F,snow-capped mountain,Travel & Places,place-geographic,2727,included,
,26F0 FE0F,mountain,Travel & Places,place-geographic,2728,excluded,appearance_variant
575,1F30B,volcano,Travel & Places,place-geographic,2729,included,
,1F5FB,mount fuji,Travel & Places,place-geographic,2730,excluded,cultural
576,1F3D5 FE0F,camping,Travel & Places,place-geographic,2731,included,
577,1F3D6 FE0F,beach with umbrella,Travel & Places,place-geographic,2732,included,
578,1F3DC FE0F,desert,Travel & Places,place-geographic,2733,included,
579,1F3DD FE0F,desert island,Travel & Places,place-geographic,2734,included,
580,1F3DE FE0F,national park,Travel & Places,place-geographic,2735,included,
581,1F3DF FE0F,stadium,Travel & Places,place-building,2736,included,
582,1F3DB FE0F,classical building,Travel & Places,place-building,2737,included,
583,1F3D7 FE0F,building construction,Travel & Places,place-building,2738,included,
584,1F9F1,brick,Travel & Places,place-building,2739,included,
585,1FAA8,rock,Travel & Places,place-building,2740,included,
586,1FAB5,wood,Travel & Places,place-building,2741,included,
587,1F6D6,hut,Travel & Places,place-building,2742,included,
,1F3D8 FE0F,houses,Travel & Places,place-building,2743,excluded,appearance_variant
,1F3DA FE0F,derelict house,Travel & Places,place-building,2744,excluded,appearance_variant
588,1F3E0,house,Travel & Places,place-building,2745,included,
,1F3E1,house with garden,Travel & Places,place-building,2746,excluded,appearance_variant
589,1F3E2,office building,Travel & Places,place-building,2747,included,
,1F3E3,Japanese post office,Travel & Places,place-building,2748,excluded,cultural
590,1F3E4,post office,Travel & Places,place-building,2749,included,
591,1F3E5,hospital,Travel & Places,place-building,2750,included,
592,1F3E6,bank,Travel & Places,place-building,2751,included,
593,1F3E8,hotel,Travel & Places,place-building,2752,included,
,1F3E9,love hotel,Travel & Places,place-building,2753,excluded,appearance_variant
594,1F3EA,convenience store,Travel & Places,place-building,2754,included,
595,1F3EB,school,Travel & Places,place-building,2755,included,
596,1F3EC,department store,Travel & Places,place-building,2756,included,
597,1F3ED,factory,Travel & Places,place-building,2757,included,
,1F3EF,Japanese castle,Travel & Places,place-building,2758,excluded,cultural
598,1F3F0,castle,Travel & Places,place-building,2759,included,
599,1F492,wedding,Travel & Places,place-building,2760,included,
600,1F5FC,Tokyo tower,Travel & Places,place-building,2761,included,
601,1F5FD,Statue of Liberty,Travel & Places,place-building,2762,included,
,26EA,church,Travel & Places,place-religious,2763,excluded,religion
,1F54C,mosque,Travel & Places,place-religious,2764,excluded,religion
,1F6D5,hindu temple,Travel & Places,place-religious,2765,excluded,religion
,1F54D,synagogue,Travel & Places,place-religious,2766,excluded,religion
,26E9 FE0F,shinto shrine,Travel & Places,place-religious,2767,excluded,religion
,1F54B,kaaba,Travel & Places,place-religious,2768,excluded,religion
602,26F2,fountain,Travel & Places,place-other,2769,included,
603,26FA,tent,Travel & Places,place-other,2770,included,
604,1F301,foggy,Travel & Places,place-other,2771,included,
605,1F303,night with stars,Travel & Places,place-other,2772,included,
606,1F3D9 FE0F,cityscape,Travel & Places,place-other,2773,included,
607,1F304,sunrise over mountains,Travel & Places,place-other,2774,included,
608,1F305,sunrise,Travel & Places,place-other,2775,included,
,1F306,cityscape at dusk,Travel & Places,place-other,2776,excluded,appearance_variant
,1F307,sunset,Travel & Places,place-other,2777,excluded,appearance_variant
609,1F309,bridge at night,Travel & Places,place-other,2778,included,
610,2668 FE0F,hot springs,Travel & Places,place-other,2779,included,
611,1F3A0,carousel horse,Travel & Places,place-other,2780,included,
612,1F6DD,playground slide,Travel & Places,place-other,2781,included,
613,1F3A1,ferris wheel,Travel & Places,place-other,2782,included,
614,1F3A2,roller coaster,Travel & Places,place-other,2783,included,
615,1F488,barber pole,Travel & Places,place-other,2784,included,
616,1F3AA,circus tent,Travel & Places,place-other,2785,included,
617,1F682,locomotive,Travel & Places,transport-ground,2786,included,
618,1F683,railway car,Travel & Places,transport-ground,2787,included,
,1F684,high-speed train,Travel & Places,transport-ground,2788,excluded,appearance_variant
,1F685,bullet train,Travel & Places,transport-ground,2789,excluded,appearance_variant
619,1F686,train,Travel & Places,transport-ground,2790,included,
,1F687,metro,Travel & Places,transport-ground,2791,excluded,appearance_variant
,1F688,light rail,Travel & Places,transport-ground,2792,excluded,appearance_variant
620,1F689,station,Travel & Places,transport-ground,2793,included,
,1F68A,tram,Travel & Places,transport-ground,2794,excluded,appearance_variant
,1F69D,monorail,Travel & Places,transport-ground,2795,excluded,appearance_variant
,1F69E,mountain railway,Travel & Places,transport-ground,2796,excluded,appearance_variant
,1F68B,tram car,Travel & Places,transport-ground,2797,excluded,appearance_variant
621,1F68C,bus,Travel & Places,transport-ground,2798,included,
,1F68D,oncoming bus,Travel & Places,transport-ground,2799,excluded,appearance_variant
,1F68E,trolleybus,Travel & Places,transport-ground,2800,excluded,appearance_variant
,1F690,minibus,Travel & Places,transport-ground,2801,excluded,appearance_variant
622,1F691,ambulance,Travel & Places,transport-ground,2802,included,
623,1F692,fire engine,Travel & Places,transport-ground,2803,included,
624,1F693,police car,Travel & Places,transport-ground,2804,included,
,1F694,oncoming police car,Travel & Places,transport-ground,2805,excluded,appearance_variant
625,1F695,taxi,Travel & Places,transport-ground,2806,included,
,1F696,oncoming taxi,Travel & Places,transport-ground,2807,excluded,appearance_variant
626,1F697,automobile,Travel & Places,transport-ground,2808,included,
,1F698,oncoming automobile,Travel & Places,transport-ground,2809,excluded,appearance_variant
,1F699,sport utility vehicle,Travel & Places,transport-ground,2810,excluded,appearance_variant
,1F6FB,pickup truck,Travel & Places,transport-ground,2811,excluded,appearance_variant
627,1F69A,delivery truck,Travel & Places,transport-ground,2812,included,
,1F69B,articulated lorry,Travel & Places,transport-ground,2813,excluded,appearance_variant
628,1F69C,tractor,Travel & Places,transport-ground,2814,included,
629,1F3CE FE0F,racing car,Travel & Places,transport-ground,2815,included,
630,1F3CD FE0F,motorcycle,Travel & Places,transport-ground,2816,included,
,1F6F5,motor scooter,Travel & Places,transport-ground,2817,excluded,appearance_variant
631,1F9BD,manual wheelchair,Travel & Places,transport-ground,2818,included,
,1F9BC,motorized wheelchair,Travel & Places,transport-ground,2819,excluded,appearance_variant
,1F6FA,auto rickshaw,Travel & Places,transport-ground,2820,excluded,cultural
632,1F6B2,bicycle,Travel & Places,transport-ground,2821,included,
,1F6F4,kick scooter,Travel & Places,transport-ground,2822,excluded,appearance_variant
633,1F6F9,skateboard,Travel & Places,transport-ground,2823,included,
634,1F6FC,roller skate,Travel & Places,transport-ground,2824,included,
635,1F68F,bus stop,Travel & Places,transport-ground,2825,included,
636,1F6E3 FE0F,motorway,Travel & Places,transport-ground,2826,included,
637,1F6E4 FE0F,railway track,Travel & Places,transport-ground,2827,included,
638,1F6E2 FE0F,oil drum,Travel & Places,transport-ground,2828,included,
639,26FD,fuel pump,Travel & Places,transport-ground,2829,included,
640,1F6DE,wheel,Travel & Places,transport-ground,2830,included,
641,1F6A8,police car light,Travel & Places,transport-ground,2831,included,
,1F6A5,horizontal traffic light,Travel & Places,transport-ground,2832,excluded,appearance_variant
642,1F6A6,vertical traffic light,Travel & Places,transport-ground,2833,included,
643,1F6D1,stop sign,Travel & Places,transport-ground,2834,included,
644,1F6A7,construction,Travel & Places,transport-ground,2835,included,
645,2693,anchor,Travel & Places,transport-water,2836,included,
646,1F6DF,ring buoy,Travel & Places,transport-water,2837,included,
647,26F5,sailboat,Travel & Places,transport-water,2838,included,
648,1F6F6,canoe,Travel & Places,transport-water,2839,included,
,1F6A4,speedboat,Travel & Places,transport-water,2840,excluded,appearance_variant
,1F6F3 FE0F,passenger ship,Travel & Places,transport-water,2841,excluded,appearance_variant
,26F4 FE0F,ferry,Travel & Places,transport-water,2842,excluded,appearance_variant
649,1F6E5 FE0F,motor boat,Travel & Places,transport-water,2843,included,
650,1F6A2,ship,Travel & Places,transport-water,2844,included,
651,2708 FE0F,airplane,Travel & Places,transport-air,2845,included,
,1F6E9 FE0F,small airplane,Travel & Places,transport-air,2846,excluded,appearance_variant
,1F6EB,airplane departure,Travel & Places,transport-air,2847,excluded,appearance_variant
,1F6EC,airplane arrival,Travel & Places,transport-air,2848,excluded,appearance_variant
652,1FA82,parachute,Travel & Places,transport-air,2849,included,
653,1F4BA,seat,Travel & Places,transport-air,2850,included,
654,1F681,helicopter,Travel & Places,transport-air,2851,included,
,1F69F,suspension railway,Travel & Places,transport-air,2852,excluded,appearance_variant
,1F6A0,mountain cableway,Travel & Places,transport-air,2853,excluded,appearance_variant
,1F6A1,aerial tramway,Travel & Places,transport-air,2854,excluded,appearance_variant
655,1F6F0 FE0F,satellite,Travel & Places,transport-air,2855,included,
656,1F680,rocket,Travel & Places,transport-air,2856,included,
657,1F6F8,flying saucer,Travel & Places,transport-air,2857,included,
658,1F6CE FE0F,bellhop bell,Travel & Places,hotel,2858,included,
659,1F9F3,luggage,Travel & Places,hotel,2859,included,
,231B,hourglass done,Travel & Places,time,2860,excluded,appearance_variant
660,23F3,hourglass not done,Travel & Places,time,2861,included,
661,231A,watch,Travel & Places,time,2862,included,
662,23F0,alarm clock,Travel & Places,time,2863,included,
,23F1 FE0F,stopwatch,Travel & Places,time,2864,excluded,appearance_variant
,23F2 FE0F,timer clock,Travel & Places,time,2865,excluded,appearance_variant
,1F570 FE0F,mantelpiece clock,Travel & Places,time,2866,excluded,appearance_variant
663,1F55B,twelve o’clock,Travel & Places,time,2867,included,
,1F567,twelve-thirty,Travel & Places,time,2868,excluded,sequence
,1F550,one o’clock,Travel & Places,time,2869,excluded,sequence
,1F55C,one-thirty,Travel & Places,time,2870,excluded,sequence
,1F551,two o’clock,Travel & Places,time,2871,excluded,sequence
,1F55D,two-thirty,Travel & Places,time,2872,excluded,sequence
664,1F552,three o’clock,Travel & Places,time,2873,included,
,1F55E,three-thirty,Travel & Places,time,2874,excluded,sequence
,1F553,four o’clock,Travel & Places,time,2875,excluded,sequence
,1F55F,four-thirty,Travel & Places,time,2876,excluded,sequence
,1F554,five o’clock,Travel & Places,time,2877,excluded,sequence
,1F560,five-thirty,Travel & Places,time,2878,excluded,sequence
665,1F555,six o’clock,Travel & Places,time,2879,included,
,1F561,six-thirty,Travel & Places,time,2880,excluded,sequence
,1F556,seven o’clock,Travel & Places,time,2881,excluded,sequence
,1F562,seven-thirty,Travel & Places,time,2882,excluded,sequence
,1F557,eight o’clock,Travel & Places,time,2883,excluded,sequence
,1F563,eight-thirty,Travel & Places,time,2884,excluded,sequence
666,1F558,nine o’clock,Travel & Places,time,2885,included,
,1F564,nine-thirty,Travel & Places,time,2886,excluded,sequence
,1F559,ten o’clock,Travel & Places,time,2887,excluded,sequence
,1F565,ten-thirty,Travel & Places,time,2888,excluded,sequence
,1F55A,eleven o’clock,Travel & Places,time,2889,excluded,sequence
,1F566,eleven-thirty,Travel & Places,time,2890,excluded,sequence
667,1F311,new moon,Travel & Places,sky & weather,2891,included,
,1F312,waxing crescent moon,Travel & Places,sky & weather,2892,excluded,sequence
,1F313,first quarter moon,Travel & Places,sky & weather,2893,excluded,sequence
,1F314,waxing gibbous moon,Travel & Places,sky & weather,2894,excluded,sequence
668,1F315,full moon,Travel & Places,sky & weather,2895,included,
,1F316,waning gibbous moon,Travel & Places,sky & weather,2896,excluded,sequence
,1F317,last quarter moon,Travel & Places,sky & weather,2897,excluded,sequence
,1F318,waning crescent moon,Travel & Places,sky & weather,2898,excluded,sequence
669,1F319,crescent moon,Travel & Places,sky & weather,2899,included,
670,1F31A,new moon face,Travel & Places,sky & weather,2900,included,
671,1F31B,first quarter moon face,Travel & Places,sky & weather,2901,included,
672,1F31C,last quarter moon face,Travel & Places,sky & weather,2902,included,
673,1F321 FE0F,thermometer,Travel & Places,sky & weather,2903,included,
674,2600 FE0F,sun,Travel & Places,sky & weather,2904,included,
675,1F31D,full moon face,Travel & Places,sky & weather,2905,included,
,1F31E,sun with face,Travel & Places,sky & weather,2906,excluded,appearance_variant
676,1FA90,ringed planet,Travel & Places,sky & weather,2907,included,
677,2B50,star,Travel & Places,sky & weather,2908,included,
678,1F31F,glowing star,Travel & Places,sky & weather,2909,included,
679,1F320,shooting star,Travel & Places,sky & weather,2910,included,
680,1F30C,milky way,Travel & Places,sky & weather,2911,included,
681,2601 FE0F,cloud,Travel & Places,sky & weather,2912,included,
682,26C5,sun behind cloud,Travel & Places,sky & weather,2913,included,
,26C8 FE0F,cloud with lightning and rain,Travel & Places,sky & weather,2914,excluded,appearance_variant
,1F324 FE0F,sun behind small cloud,Travel & Places,sky & weather,2915,excluded,appearance_variant
,1F325 FE0F,sun behind large cloud,Travel & Places,sky & weather,2916,excluded,appearance_variant
,1F326 FE0F,sun behind rain cloud,Travel & Places,sky & weather,2917,excluded,appearance_variant
683,1F327 FE0F,cloud with rain,Travel & Places,sky & weather,2918,included,
684,1F328 FE0F,cloud with snow,Travel & Places,sky & weather,2919,included,
685,1F329 FE0F,cloud with lightning,Travel & Places,sky & weather,2920,included,
686,1F32A FE0F,tornado,Travel & Places,sky & weather,2921,included,
687,1F32B FE0F,fog,Travel & Places,sky & weather,2922,included,
688,1F32C FE0F,wind face,Travel & Places,sky & weather,2923,included,
689,1F300,cyclone,Travel & Places,sky & weather,2924,included,
690,1F308,rainbow,Travel & Places,sky & weather,2925,included,
,1F302,closed umbrella,Travel & Places,sky & weather,2926,excluded,appearance_variant
691,2602 FE0F,umbrella,Travel & Places,sky & weather,2927,included,
,2614,umbrella with rain drops,Travel & Places,sky & weather,2928,excluded,appearance_variant
,26F1 FE0F,umbrella on ground,Travel & Places,sky & weather,2929,excluded,appearance_variant
692,26A1,high voltage,Travel & Places,sky & weather,2930,included,
693,2744 FE0F,snowflake,Travel & Places,sky & weather,2931,included,
694,2603 FE0F,snowman,Travel & Places,sky & weather,2932,included,
,26C4,snowman without snow,Travel & Places,sky & weather,2933,excluded,appearance_variant
695,2604 FE0F,comet,Travel & Places,sky & weather,2934,included,
696,1F525,fire,Travel & Places,sky & weather,2935,included,
697,1F4A7,droplet,Travel & Places,sky & weather,2936,included,
698,1F30A,water wave,Travel & Places,sky & weather,2937,included,
699,1F383,jack-o-lantern,Activities,event,2938,included,
700,1F384,Christmas tree,Activities,event,2939,included,
701,1F386,fireworks,Activities,event,2940,included,
702,1F387,sparkler,Activities,event,2941,included,
703,1F9E8,firecracker,Activities,event,2942,included,
704,2728,sparkles,Activities,event,2943,included,
705,1F388,balloon,Activities,event,2944,included,
706,1F389,party popper,Activities,event,2945,included,
707,1F38A,confetti ball,Activities,event,2946,included,
,1F38B,tanabata tree,Activities,event,2947,excluded,cultural
,1F38D,pine decoration,Activities,event,2948,excluded,cultural
,1F38E,Japanese dolls,Activities,event,2949,excluded,cultural
,1F38F,carp streamer,Activities,event,2950,excluded,cultural
,1F390,wind chime,Activities,event,2951,excluded,cultural
,1F391,moon viewing ceremony,Activities,event,2952,excluded,cultural
,1F9E7,red envelope,Activities,event,2953,excluded,cultural
708,1F380,ribbon,Activities,event,2954,included,
709,1F381,wrapped gift,Activities,event,2955,included,
710,1F397 FE0F,reminder ribbon,Activities,event,2956,included,
,1F39F FE0F,admission tickets,Activities,event,2957,excluded,appearance_variant
711,1F3AB,ticket,Activities,event,2958,included,
712,1F396 FE0F,military medal,Activities,award-medal,2959,included,
713,1F3C6,trophy,Activities,award-medal,2960,included,
714,1F3C5,sports medal,Activities,award-medal,2961,included,
,1F947,1st place medal,Activities,award-medal,2962,excluded,appearance_variant
,1F948,2nd place medal,Activities,award-medal,2963,excluded,appearance_variant
,1F949,3rd place medal,Activities,award-medal,2964,excluded,appearance_variant
715,26BD,soccer ball,Activities,sport,2965,included,
716,26BE,baseball,Activities,sport,2966,included,
,1F94E,softball,Activities,sport,2967,excluded,appearance_variant
717,1F3C0,basketball,Activities,sport,2968,included,
718,1F3D0,volleyball,Activities,sport,2969,included,
719,1F3C8,american football,Activities,sport,2970,included,
,1F3C9,rugby football,Activities,sport,2971,excluded,appearance_variant
720,1F3BE,tennis,Activities,sport,2972,included,
721,1F94F,flying disc,Activities,sport,2973,included,
722,1F3B3,bowling,Activities,sport,2974,included,
,1F3CF,cricket game,Activities,sport,2975,excluded,cultural
,1F3D1,field hockey,Activities,sport,2976,excluded,appearance_variant
723,1F3D2,ice hockey,Activities,sport,2977,included,
724,1F94D,lacrosse,Activities,sport,2978,included,
725,1F3D3,ping pong,Activities,sport,2979,included,
726,1F3F8,badminton,Activities,sport,2980,included,
727,1F94A,boxing glove,Activities,sport,2981,included,
728,1F94B,martial arts uniform,Activities,sport,2982,included,
729,1F945,goal net,Activities,sport,2983,included,
730,26F3,flag in hole,Activities,sport,2984,included,
731,26F8 FE0F,ice skate,Activities,sport,2985,included,
732,1F3A3,fishing pole,Activities,sport,2986,included,
733,1F93F,diving mask,Activities,sport,2987,included,
,1F3BD,running shirt,Activities,sport,2988,excluded,appearance_variant
734,1F3BF,skis,Activities,sport,2989,included,
735,1F6F7,sled,Activities,sport,2990,included,
736,1F94C,curling stone,Activities,sport,2991,included,
737,1F3AF,bullseye,Activities,game,2992,included,
738,1FA80,yo-yo,Activities,game,2993,included,
739,1FA81,kite,Activities,game,2994,included,
740,1F52B,water pistol,Activities,game,2995,included,
741,1F3B1,pool 8 ball,Activities,game,2996,included,
742,1F52E,crystal ball,Activities,game,2997,included,
743,1FA84,magic wand,Activities,game,2998,included,
,1F3AE,video game,Activities,game,2999,excluded,appearance_variant
744,1F579 FE0F,joystick,Activities,game,3000,included,
745,1F3B0,slot machine,Activities,game,3001,included,
746,1F3B2,game die,Activities,game,3002,included,
747,1F9E9,puzzle piece,Activities,game,3003,included,
748,1F9F8,teddy bear,Activities,game,3004,included,
749,1FA85,piñata,Activities,game,3005,included,
750,1FAA9,mirror ball,Activities,game,3006,included,
751,1FA86,nesting dolls,Activities,game,3007,included,
752,2660 FE0F,spade suit,Activities,game,3008,included,
753,2665 FE0F,heart suit,Activities,game,3009,included,
754,2666 FE0F,diamond suit,Activities,game,3010,included,
755,2663 FE0F,club suit,Activities,game,3011,included,
756,265F FE0F,chess pawn,Activities,game,3012,included,
757,1F0CF,joker,Activities,game,3013,included,
758,1F004,mahjong red dragon,Activities,game,3014,included,
759,1F3B4,flower playing cards,Activities,game,3015,included,
760,1F3AD,performing arts,Activities,arts & crafts,3016,included,
761,1F5BC FE0F,framed picture,Activities,arts & crafts,3017,included,
762,1F3A8,artist palette,Activities,arts & crafts,3018,included,
763,1F9F5,thread,Activities,arts & crafts,3019,included,
764,1FAA1,sewing needle,Activities,arts & crafts,3020,included,
765,1F9F6,yarn,Activities,arts & crafts,3021,included,
766,1FAA2,knot,Activities,arts & crafts,3022,included,
767,1F453,glasses,Objects,clothing,3023,included,
768,1F576 FE0F,sunglasses,Objects,clothing,3024,included,
769,1F97D,goggles,Objects,clothing,3025,included,
770,1F97C,lab coat,Objects,clothing,3026,included,
771,1F9BA,safety vest,Objects,clothing,3027,included,
772,1F454,necktie,Objects,clothing,3028,included,
773,1F455,t-shirt,Objects,clothing,3029,included,
774,1F456,jeans,Objects,clothing,3030,included,
775,1F9E3,scarf,Objects,clothing,3031,included,
776,1F9E4,gloves,Objects,clothing,3032,included,
777,1F9E5,coat,Objects,clothing,3033,included,
778,1F9E6,socks,Objects,clothing,3034,included,
779,1F457,dress,Objects,clothing,3035,included,
,1F458,kimono,Objects,clothing,3036,excluded,cultural
,1F97B,sari,Objects,clothing,3037,excluded,cultural
780,1FA71,one-piece swimsuit,Objects,clothing,3038,included,
781,1FA72,briefs,Objects,clothing,3039,included,
782,1FA73,shorts,Objects,clothing,3040,included,
,1F459,bikini,Objects,clothing,3041,excluded,appearance_variant
,1F45A,woman’s clothes,Objects,clothing,3042,excluded,gender_variant
783,1FAAD,folding hand fan,Objects,clothing,3043,included,
,1F45B,purse,Objects,clothing,3044,excluded,appearance_variant
784,1F45C,handbag,Objects,clothing,3045,included,
,1F45D,clutch bag,Objects,clothing,3046,excluded,appearance_variant
785,1F6CD FE0F,shopping bags,Objects,clothing,3047,included,
786,1F392,backpack,Objects,clothing,3048,included,
787,1FA74,thong sandal,Objects,clothing,3049,included,
788,1F45E,man’s shoe,Objects,clothing,3050,included,
789,1F45F,running shoe,Objects,clothing,3051,included,
790,1F97E,hiking boot,Objects,clothing,3052,included,
,1F97F,flat shoe,Objects,clothing,3053,excluded,appearance_variant
791,1F460,high-heeled shoe,Objects,clothing,3054,included,
,1F461,woman’s sandal,Objects,clothing,3055,excluded,appearance_variant
792,1FA70,ballet shoes,Objects,clothing,3056,included,
,1F462,woman’s boot,Objects,clothing,3057,excluded,gender_variant
793,1FAAE,hair pick,Objects,clothing,3058,included,
794,1F451,crown,Objects,clothing,3059,included,
795,1F452,woman’s hat,Objects,clothing,3060,included,
796,1F3A9,top hat,Objects,clothing,3061,included,
797,1F393,graduation cap,Objects,clothing,3062,included,
798,1F9E2,billed cap,Objects,clothing,3063,included,
799,1FA96,military helmet,Objects,clothing,3064,included,
800,26D1 FE0F,rescue worker’s helmet,Objects,clothing,3065,included,
,1F4FF,prayer beads,Objects,clothing,3066,excluded,religion
801,1F484,lipstick,Objects,clothing,3067,included,
802,1F48D,ring,Objects,clothing,3068,included,
803,1F48E,gem stone,Objects,clothing,3069,included,
804,1F507,muted speaker,Objects,sound,3070,included,
,1F508,speaker low volume,Objects,sound,3071,excluded,sequence
,1F509,speaker medium volume,Objects,sound,3072,excluded,sequence
805,1F50A,speaker high volume,Objects,sound,3073,included,
,1F4E2,loudspeaker,Objects,sound,3074,excluded,appearance_variant
806,1F4E3,megaphone,Objects,sound,3075,included,
,1F4EF,postal horn,Objects,sound,3076,excluded,cultural
807,1F514,bell,Objects,sound,3077,included,
,1F515,bell with slash,Objects,sound,3078,excluded,appearance_variant
,1F3BC,musical score,Objects,music,3079,excluded,appearance_variant
,1F3B5,musical note,Objects,music,3080,excluded,appearance_variant
808,1F3B6,musical notes,Objects,music,3081,included,
,1F399 FE0F,studio microphone,Objects,music,3082,excluded,appearance_variant
809,1F39A FE0F,level slider,Objects,music,3083,included,
810,1F39B FE0F,control knobs,Objects,music,3084,included,
811,1F3A4,microphone,Objects,music,3085,included,
812,1F3A7,headphone,Objects,music,3086,included,
813,1F4FB,radio,Objects,music,3087,included,
814,1F3B7,saxophone,Objects,musical-instrument,3088,included,
815,1FA97,accordion,Objects,musical-instrument,3089,included,
816,1F3B8,guitar,Objects,musical-instrument,3090,included,
817,1F3B9,musical keyboard,Objects,musical-instrument,3091,included,
818,1F3BA,trumpet,Objects,musical-instrument,3092,included,
819,1F3BB,violin,Objects,musical-instrument,3093,included,
820,1FA95,banjo,Objects,musical-instrument,3094,included,
821,1F941,drum,Objects,musical-instrument,3095,included,
822,1FA98,long drum,Objects,musical-instrument,3096,included,
823,1FA87,maracas,Objects,musical-instrument,3097,included,
824,1FA88,flute,Objects,musical-instrument,3098,included,
825,1FA89,harp,Objects,musical-instrument,3099,included,
826,1F4F1,mobile phone,Objects,phone,3100,included,
,1F4F2,mobile phone with arrow,Objects,phone,3101,excluded,appearance_variant
827,260E FE0F,telephone,Objects,phone,3102,included,
828,1F4DE,telephone receiver,Objects,phone,3103,included,
829,1F4DF,pager,Objects,phone,3104,included,
830,1F4E0,fax machine,Objects,phone,3105,included,
831,1F50B,battery,Objects,computer,3106,included,
832,1FAAB,low battery,Objects,computer,3107,included,
833,1F50C,electric plug,Objects,computer,3108,included,
834,1F4BB,laptop,Objects,computer,3109,included,
835,1F5A5 FE0F,desktop computer,Objects,computer,3110,included,
836,1F5A8 FE0F,printer,Objects,computer,3111,included,
837,2328 FE0F,keyboard,Objects,computer,3112,included,
838,1F5B1 FE0F,computer mouse,Objects,computer,3113,included,
839,1F5B2 FE0F,trackball,Objects,computer,3114,included,
,1F4BD,computer disk,Objects,computer,3115,excluded,appearance_variant
840,1F4BE,floppy disk,Objects,computer,3116,included,
841,1F4BF,optical disk,Objects,computer,3117,included,
,1F4C0,dvd,Objects,computer,3118,excluded,appearance_variant
842,1F9EE,abacus,Objects,computer,3119,included,
843,1F3A5,movie camera,Objects,light & video,3120,included,
844,1F39E FE0F,film frames,Objects,light & video,3121,included,
845,1F4FD FE0F,film projector,Objects,light & video,3122,included,
846,1F3AC,clapper board,Objects,light & video,3123,included,
847,1F4FA,television,Objects,light & video,3124,included,
848,1F4F7,camera,Objects,light & video,3125,included,
849,1F4F8,camera with flash,Objects,light & video,3126,included,
850,1F4F9,video camera,Objects,light & video,3127,included,
851,1F4FC,videocassette,Objects,light & video,3128,included,
,1F50D,magnifying glass tilted left,Objects,light & video,3129,excluded,appearance_variant
852,1F50E,magnifying glass tilted right,Objects,light & video,3130,included,
853,1F56F FE0F,candle,Objects,light & video,3131,included,
854,1F4A1,light bulb,Objects,light & video,3132,included,
855,1F526,flashlight,Objects,light & video,3133,included,
856,1F3EE,red paper lantern,Objects,light & video,3134,included,
